road_type,weather,is_rush_hour,actual_speed_kmh
residential,clear,0,23.31
primary,moderate_rain,0,43.95
residential,clear,0,25.73
primary,clear,0,41.35
secondary,clear,1,20.94
primary,clear,0,42.26
primary,light_rain,0,39.63
primary,moderate_rain,0,41.83
secondary,heavy_rain,0,27.07
primary,light_rain,0,40.01
secondary,clear,0,34.72
primary,heavy_rain,1,21.43
primary,moderate_rain,0,43.19
secondary,clear,1,23.37
secondary,light_rain,0,34.14
primary,heavy_rain,1,17.73
secondary,light_rain,1,22.76
residential,clear,1,17.22
secondary,light_rain,1,24.82
primary,clear,0,42.27
primary,clear,1,28.83
residential,clear,1,15.43
primary,clear,0,43.54
residential,clear,0,26.18
secondary,clear,0,35.94
residential,light_rain,0,22.79
secondary,moderate_rain,0,34.3
residential,flooded,0,11.48
primary,clear,0,44.72
secondary,clear,1,23.35
secondary,heavy_rain,0,21.12
secondary,clear,1,23.26
secondary,light_rain,0,35.05
residential,moderate_rain,0,24.71
residential,clear,0,24.23
secondary,heavy_rain,0,22.52
secondary,moderate_rain,0,32.6
secondary,clear,0,34.41
secondary,clear,0,33.72
primary,clear,0,44.66
primary,clear,0,41.85
primary,clear,0,43.38
primary,clear,0,43.28
primary,clear,0,44.62
primary,heavy_rain,0,30.51
primary,clear,0,44.24
primary,clear,0,43.73
residential,clear,0,23.43
secondary,clear,0,33.4
primary,clear,0,41.93
secondary,clear,0,36.13
primary,clear,0,43.31
residential,moderate_rain,0,25.65
secondary,flooded,1,13.3
primary,clear,1,28.03
secondary,clear,0,35.05
residential,light_rain,1,16.52
residential,light_rain,0,24.05
secondary,clear,0,34.2
secondary,heavy_rain,1,17.55
primary,clear,1,29.19
residential,clear,0,25.02
primary,light_rain,0,41.21
residential,flooded,0,13.51
secondary,moderate_rain,0,32.58
secondary,clear,0,35.68
secondary,clear,0,35.72
primary,clear,1,28.5
primary,clear,0,43.68
primary,light_rain,1,28.86
primary,moderate_rain,0,42.01
secondary,light_rain,0,34.38
primary,flooded,0,21.69
primary,clear,0,43.39
residential,heavy_rain,0,16.8
residential,moderate_rain,0,22.69
residential,clear,0,24.77
residential,light_rain,0,24.94
primary,clear,0,43.35
primary,moderate_rain,0,43.5
secondary,clear,0,35.93
secondary,clear,0,33.69
primary,light_rain,0,42.16
residential,light_rain,1,16.07
primary,clear,0,43.19
primary,clear,0,43.2
secondary,clear,0,35.92
secondary,clear,0,35.27
secondary,heavy_rain,0,25.24
primary,heavy_rain,0,29.24
residential,clear,1,15.6
primary,moderate_rain,0,41.37
primary,clear,0,44.11
residential,light_rain,0,22.12
residential,clear,0,22.98
residential,clear,0,25.02
residential,light_rain,1,17.97
secondary,clear,1,25.55
secondary,light_rain,1,22.83
primary,moderate_rain,0,43.66
secondary,clear,1,23.7
primary,clear,0,40.9
primary,heavy_rain,1,19.45
secondary,moderate_rain,1,22.04
secondary,clear,0,36.38
primary,clear,0,43.16
primary,light_rain,0,40.49
secondary,clear,1,21.34
primary,clear,0,43.17
residential,clear,1,13.22
secondary,heavy_rain,0,22.62
secondary,light_rain,0,34.71
secondary,flooded,0,15.91
residential,moderate_rain,1,17.9
primary,heavy_rain,0,30.67
secondary,clear,0,33.47
secondary,moderate_rain,0,33.64
primary,clear,0,44.69
residential,light_rain,0,24.54
secondary,clear,0,32.91
secondary,clear,1,23.38
residential,heavy_rain,1,9.98
residential,heavy_rain,0,18.37
secondary,clear,1,24.5
residential,light_rain,1,16.07
secondary,clear,0,35.21
secondary,clear,0,33.04
secondary,moderate_rain,0,32.95
secondary,clear,0,37.33
primary,heavy_rain,0,28.96
residential,clear,1,18.25
residential,light_rain,1,16.89
primary,light_rain,0,44.38
residential,clear,0,22.0
primary,clear,0,42.92
primary,moderate_rain,1,30.82
secondary,moderate_rain,0,35.52
primary,clear,0,45.19
residential,clear,0,24.99
residential,clear,0,24.19
secondary,clear,0,33.46
primary,clear,1,27.47
primary,clear,0,44.41
secondary,moderate_rain,1,23.74
residential,light_rain,0,24.44
secondary,heavy_rain,0,24.16
primary,light_rain,0,42.62
secondary,heavy_rain,1,17.21
secondary,clear,1,25.02
secondary,light_rain,0,32.76
primary,flooded,1,14.97
secondary,light_rain,0,31.86
secondary,clear,0,35.2
residential,light_rain,0,25.45
primary,heavy_rain,1,17.49
secondary,moderate_rain,0,33.46
residential,clear,0,25.01
primary,light_rain,0,42.76
residential,flooded,0,12.08
secondary,clear,0,33.24
primary,light_rain,0,42.33
primary,clear,0,40.72
secondary,light_rain,1,22.81
primary,light_rain,0,41.75
secondary,clear,0,34.8
primary,clear,0,42.36
secondary,light_rain,0,32.1
primary,clear,1,28.57
residential,clear,0,26.4
residential,moderate_rain,1,18.3
residential,clear,1,20.51
secondary,clear,1,26.13
primary,heavy_rain,0,27.08
secondary,clear,0,34.39
primary,clear,0,43.17
primary,light_rain,1,28.46
primary,moderate_rain,0,42.17
secondary,heavy_rain,0,27.01
secondary,heavy_rain,0,21.77
secondary,moderate_rain,0,33.01
secondary,clear,1,26.06
primary,clear,0,42.28
residential,clear,0,25.59
secondary,clear,0,36.55
secondary,light_rain,0,35.09
primary,light_rain,1,28.87
secondary,clear,1,25.0
secondary,moderate_rain,0,32.74
primary,clear,0,42.46
primary,clear,0,44.0
secondary,light_rain,1,20.05
secondary,clear,1,25.71
primary,clear,1,29.57
residential,clear,0,25.23
primary,clear,1,26.67
secondary,moderate_rain,1,21.04
residential,heavy_rain,0,16.11
secondary,clear,0,36.21
secondary,clear,1,20.48
primary,light_rain,0,43.59
primary,heavy_rain,0,28.34
residential,clear,0,24.66
secondary,clear,0,35.38
residential,moderate_rain,0,24.75
primary,light_rain,0,41.34
primary,clear,1,30.05
primary,light_rain,1,25.1
secondary,clear,1,22.91
primary,clear,0,43.43
residential,clear,0,24.48
secondary,heavy_rain,0,20.66
residential,clear,0,26.14
primary,clear,0,41.33
residential,clear,1,16.75
secondary,heavy_rain,0,23.63
secondary,clear,0,35.03
residential,clear,0,26.75
secondary,clear,0,34.92
secondary,moderate_rain,1,23.61
primary,clear,1,29.03
primary,clear,0,44.12
residential,clear,0,27.09
secondary,heavy_rain,0,23.6
secondary,clear,1,24.76
secondary,light_rain,0,36.54
primary,heavy_rain,0,30.91
primary,heavy_rain,0,28.3
secondary,clear,0,36.55
secondary,flooded,0,17.87
primary,clear,0,44.88
secondary,clear,0,35.85
primary,heavy_rain,0,29.29
secondary,clear,1,24.24
primary,clear,0,43.58
secondary,clear,0,35.44
primary,light_rain,1,28.35
secondary,clear,1,23.21
primary,light_rain,0,45.05
primary,heavy_rain,0,29.6
primary,light_rain,0,41.55
secondary,clear,1,23.17
secondary,heavy_rain,1,17.35
primary,clear,0,42.1
secondary,clear,0,32.78
residential,clear,0,22.89
secondary,clear,0,32.41
primary,clear,0,41.25
secondary,clear,0,33.23
primary,clear,0,45.28
primary,clear,0,43.13
residential,light_rain,0,24.0
primary,moderate_rain,0,39.9
secondary,moderate_rain,0,33.87
secondary,clear,0,32.39
secondary,clear,1,23.04
secondary,flooded,0,20.6
primary,clear,1,30.11
primary,heavy_rain,0,28.56
secondary,clear,1,24.64
primary,heavy_rain,1,18.68
primary,clear,0,42.0
primary,clear,0,45.76
primary,light_rain,0,40.7
primary,clear,1,28.59
primary,clear,0,43.66
secondary,clear,0,33.6
secondary,light_rain,0,35.34
residential,clear,1,16.39
primary,clear,0,44.2
primary,clear,0,44.08
primary,clear,0,42.84
secondary,light_rain,0,36.93
secondary,clear,0,34.0
primary,clear,0,45.22
residential,clear,1,18.61
primary,clear,1,31.77
secondary,clear,1,23.85
secondary,clear,0,33.82
residential,clear,1,19.97
secondary,flooded,0,17.0
residential,clear,0,23.78
primary,light_rain,1,28.3
residential,clear,1,15.38
primary,clear,0,43.99
residential,clear,1,15.94
secondary,clear,1,23.16
residential,flooded,0,13.95
secondary,heavy_rain,0,24.33
secondary,moderate_rain,1,23.0
secondary,light_rain,0,34.62
secondary,clear,0,35.02
primary,clear,1,28.47
primary,heavy_rain,0,28.88
primary,light_rain,0,43.15
primary,clear,0,43.01
residential,clear,0,25.63
primary,clear,1,27.86
residential,heavy_rain,0,15.81
primary,clear,0,42.1
primary,clear,1,28.27
secondary,clear,1,25.52
secondary,moderate_rain,0,35.17
secondary,clear,1,21.97
secondary,moderate_rain,0,34.74
secondary,clear,0,34.41
primary,heavy_rain,0,27.86
residential,light_rain,0,22.31
residential,clear,0,26.46
secondary,clear,0,32.95
primary,clear,0,43.12
secondary,clear,0,33.58
primary,heavy_rain,0,30.04
primary,clear,0,42.7
primary,clear,0,43.0
secondary,clear,0,34.85
residential,clear,0,25.45
secondary,heavy_rain,0,23.42
secondary,clear,0,34.94
secondary,flooded,0,16.72
primary,heavy_rain,1,17.1
primary,clear,1,27.44
residential,clear,1,17.93
primary,heavy_rain,0,28.42
residential,clear,0,24.0
secondary,clear,0,32.89
secondary,clear,1,21.01
secondary,clear,0,33.95
secondary,moderate_rain,0,35.42
residential,clear,0,24.16
residential,clear,1,17.45
secondary,heavy_rain,0,22.49
primary,moderate_rain,0,43.03
secondary,clear,1,23.06
residential,moderate_rain,0,22.5
primary,clear,0,42.8
secondary,moderate_rain,0,36.83
secondary,clear,0,37.68
secondary,clear,0,35.73
primary,light_rain,0,42.2
secondary,clear,0,35.46
residential,flooded,1,8.9
primary,clear,0,43.14
primary,heavy_rain,0,29.54
residential,heavy_rain,0,17.02
primary,clear,1,28.64
residential,moderate_rain,0,22.55
secondary,clear,0,34.31
primary,heavy_rain,0,30.08
residential,clear,0,24.95
secondary,light_rain,0,34.81
secondary,clear,1,23.17
primary,clear,0,41.61
secondary,clear,1,23.23
primary,clear,0,41.67
primary,moderate_rain,1,26.72
residential,light_rain,0,26.35
primary,light_rain,0,41.78
secondary,clear,0,33.89
primary,clear,0,45.63
secondary,clear,1,24.81
primary,moderate_rain,0,41.51
residential,flooded,0,13.14
secondary,clear,0,34.65
primary,clear,1,28.08
primary,clear,0,43.91
primary,light_rain,1,28.1
secondary,light_rain,1,23.27
primary,moderate_rain,1,29.89
residential,clear,0,26.37
secondary,moderate_rain,0,33.26
primary,light_rain,0,43.14
secondary,clear,1,21.9
secondary,clear,1,24.27
primary,clear,0,43.42
primary,clear,1,29.69
primary,heavy_rain,0,28.43
secondary,clear,0,38.13
secondary,moderate_rain,0,32.73
secondary,clear,1,25.05
residential,clear,1,15.3
residential,clear,1,17.61
secondary,clear,1,24.45
residential,clear,0,25.08
primary,clear,1,28.37
primary,clear,0,43.41
primary,clear,1,29.52
primary,clear,1,31.8
secondary,clear,0,33.69
residential,clear,0,24.17
primary,heavy_rain,0,29.31
primary,clear,1,28.73
secondary,moderate_rain,0,33.93
residential,clear,0,26.61
primary,light_rain,1,24.35
secondary,clear,0,34.1
primary,heavy_rain,0,26.27
primary,clear,0,41.41
residential,moderate_rain,0,27.95
residential,clear,1,17.75
primary,clear,0,44.63
residential,light_rain,0,24.42
secondary,clear,0,36.14
residential,clear,0,22.35
secondary,clear,1,25.15
secondary,light_rain,1,21.93
secondary,flooded,0,16.7
secondary,clear,0,35.76
primary,moderate_rain,0,42.54
primary,clear,0,43.33
primary,clear,0,41.16
secondary,heavy_rain,1,15.92
primary,heavy_rain,0,30.32
secondary,moderate_rain,0,33.28
residential,clear,0,26.97
primary,clear,0,41.89
secondary,clear,1,23.6
secondary,clear,0,37.3
residential,clear,0,23.98
primary,moderate_rain,0,43.65
secondary,heavy_rain,1,18.73
residential,clear,0,25.26
residential,clear,1,16.06
secondary,heavy_rain,0,22.24
secondary,clear,1,25.55
secondary,light_rain,1,25.07
residential,clear,0,27.17
secondary,clear,1,23.54
primary,flooded,0,23.16
residential,clear,0,24.93
secondary,clear,0,33.68
secondary,clear,0,36.69
primary,heavy_rain,0,31.33
secondary,heavy_rain,1,14.24
primary,clear,1,27.56
secondary,clear,0,35.06
primary,light_rain,1,30.02
secondary,clear,0,33.3
residential,light_rain,0,24.88
primary,clear,1,28.23
residential,clear,0,26.05
secondary,light_rain,0,33.16
residential,clear,1,18.01
secondary,heavy_rain,0,23.16
secondary,clear,0,33.59
secondary,clear,0,35.1
residential,flooded,0,9.59
secondary,clear,1,22.75
primary,light_rain,0,42.92
secondary,clear,0,32.34
residential,light_rain,0,20.69
secondary,light_rain,0,30.85
secondary,clear,0,36.99
secondary,moderate_rain,0,33.97
residential,light_rain,0,23.74
primary,clear,0,44.62
secondary,clear,0,34.39
primary,clear,1,29.52
primary,clear,1,29.16
primary,clear,1,28.41
primary,clear,0,43.64
secondary,clear,0,36.16
primary,moderate_rain,1,28.08
secondary,clear,0,34.31
primary,heavy_rain,0,28.37
primary,clear,1,25.67
primary,clear,1,29.54
primary,moderate_rain,1,26.54
secondary,clear,1,24.53
secondary,clear,0,34.86
secondary,clear,0,35.16
secondary,clear,1,24.64
primary,clear,0,41.81
residential,flooded,1,8.98
secondary,clear,0,35.4
secondary,heavy_rain,0,23.12
primary,light_rain,1,27.19
primary,clear,0,44.09
primary,clear,1,30.17
primary,moderate_rain,0,42.24
secondary,heavy_rain,1,14.16
secondary,clear,0,34.21
secondary,clear,0,34.91
secondary,clear,0,36.03
residential,clear,0,22.62
secondary,clear,1,22.74
residential,heavy_rain,0,16.11
primary,clear,0,43.08
primary,light_rain,0,40.46
primary,light_rain,0,42.08
secondary,clear,0,34.53
residential,clear,0,23.44
primary,light_rain,0,42.23
residential,heavy_rain,1,10.45
primary,light_rain,0,43.15
residential,clear,1,15.52
primary,clear,0,43.33
primary,clear,0,41.99
secondary,clear,0,34.1
primary,moderate_rain,0,42.51
primary,clear,0,43.55
primary,moderate_rain,1,27.73
residential,clear,0,24.6
secondary,light_rain,1,20.98
primary,flooded,0,23.7
secondary,clear,0,36.03
secondary,heavy_rain,0,24.37
primary,clear,1,26.72
secondary,clear,0,34.11
primary,heavy_rain,1,18.96
primary,heavy_rain,0,25.98
secondary,clear,0,36.33
primary,clear,0,45.38
secondary,light_rain,1,26.25
secondary,moderate_rain,1,21.4
primary,clear,0,43.38
secondary,moderate_rain,1,24.96
primary,clear,0,42.82
residential,clear,1,16.0
secondary,clear,1,20.79
residential,clear,1,18.55
secondary,heavy_rain,1,15.74
primary,clear,0,42.11
secondary,flooded,0,17.93
residential,clear,0,25.23
secondary,light_rain,0,34.61
residential,moderate_rain,0,24.02
residential,light_rain,0,26.98
primary,light_rain,0,42.21
primary,clear,0,45.63
secondary,heavy_rain,0,24.24
secondary,moderate_rain,0,34.61
residential,clear,1,16.68
residential,moderate_rain,0,25.81
primary,clear,1,29.29
primary,clear,0,41.8
secondary,heavy_rain,0,21.95
primary,clear,0,43.83
residential,moderate_rain,0,22.98
secondary,clear,0,34.91
secondary,clear,0,36.59
primary,clear,0,43.66
secondary,clear,0,33.92
secondary,moderate_rain,1,25.09
secondary,clear,0,35.82
primary,clear,0,44.73
secondary,clear,0,31.6
residential,clear,0,25.5
primary,moderate_rain,1,29.62
primary,clear,0,45.75
primary,light_rain,0,40.21
secondary,heavy_rain,0,25.21
secondary,light_rain,0,36.83
secondary,moderate_rain,0,31.06
primary,clear,1,29.83
primary,clear,0,44.13
secondary,heavy_rain,0,22.91
secondary,light_rain,0,33.62
residential,light_rain,0,25.54
primary,light_rain,0,41.49
secondary,clear,0,34.67
secondary,clear,0,36.22
secondary,moderate_rain,0,36.71
secondary,light_rain,0,35.17
secondary,clear,0,35.2
residential,heavy_rain,0,15.94
primary,clear,0,41.68
primary,clear,0,44.86
secondary,heavy_rain,0,23.17
secondary,moderate_rain,1,24.7
primary,clear,1,28.62
primary,clear,1,28.14
primary,clear,1,29.75
residential,light_rain,1,16.43
primary,clear,1,27.31
primary,moderate_rain,1,31.08
primary,heavy_rain,1,18.52
primary,moderate_rain,0,43.46
primary,clear,0,44.46
secondary,moderate_rain,1,21.08
primary,clear,0,41.7
residential,clear,1,16.4
primary,clear,0,41.9
secondary,clear,0,37.59
residential,heavy_rain,1,10.96
secondary,clear,1,24.92
secondary,clear,0,35.77
primary,flooded,1,14.95
primary,clear,1,29.18
secondary,moderate_rain,0,35.94
residential,clear,0,23.76
secondary,clear,0,37.59
secondary,heavy_rain,0,21.47
secondary,clear,0,36.17
secondary,clear,0,32.89
primary,clear,0,42.73
secondary,clear,1,23.73
residential,clear,0,24.27
primary,clear,0,42.93
secondary,clear,0,32.92
primary,moderate_rain,1,26.87
secondary,clear,1,24.34
primary,clear,0,43.24
secondary,clear,1,22.55
secondary,heavy_rain,1,17.76
primary,heavy_rain,1,17.63
secondary,light_rain,1,22.62
secondary,heavy_rain,0,22.64
residential,clear,0,25.92
primary,clear,0,43.27
primary,light_rain,0,42.25
primary,light_rain,0,39.64
residential,clear,1,18.15
residential,clear,0,24.67
secondary,flooded,1,11.97
residential,moderate_rain,0,23.22
secondary,clear,0,33.64
secondary,light_rain,0,36.61
primary,clear,0,40.54
secondary,clear,1,22.01
primary,clear,1,31.34
residential,clear,0,25.96
secondary,clear,1,23.1
secondary,moderate_rain,1,24.84
primary,clear,0,43.87
primary,clear,0,43.55
primary,clear,0,43.54
primary,clear,0,43.9
primary,heavy_rain,1,20.22
residential,light_rain,0,27.84
secondary,flooded,0,17.21
primary,flooded,0,21.35
primary,clear,1,27.26
secondary,clear,1,23.51
secondary,heavy_rain,0,26.19
secondary,flooded,0,18.98
residential,light_rain,0,23.73
secondary,moderate_rain,1,23.02
residential,moderate_rain,0,22.4
residential,clear,1,15.4
primary,clear,1,29.34
residential,moderate_rain,0,23.6
primary,light_rain,0,40.84
residential,clear,0,25.73
primary,clear,0,43.08
residential,clear,0,22.65
residential,clear,0,21.89
residential,heavy_rain,0,15.86
secondary,clear,0,32.62
primary,clear,1,26.31
primary,clear,0,44.89
secondary,light_rain,0,34.21
primary,clear,1,28.72
secondary,clear,0,34.72
primary,clear,1,27.41
residential,clear,1,17.47
secondary,clear,0,34.8
residential,clear,0,23.86
primary,heavy_rain,0,27.97
residential,clear,0,23.16
residential,clear,0,24.39
secondary,light_rain,1,22.8
secondary,clear,0,34.35
secondary,light_rain,0,34.44
primary,clear,1,29.0
secondary,clear,1,23.94
primary,moderate_rain,0,43.48
primary,heavy_rain,0,29.77
primary,clear,0,44.63
primary,clear,1,27.85
primary,clear,0,42.44
primary,heavy_rain,1,20.44
residential,heavy_rain,0,17.72
secondary,clear,1,22.57
residential,clear,0,25.92
secondary,clear,1,22.17
primary,clear,1,29.84
secondary,clear,0,34.96
secondary,clear,1,21.51
primary,light_rain,1,27.93
secondary,heavy_rain,1,19.04
primary,flooded,0,21.9
secondary,clear,0,38.45
secondary,clear,1,21.42
primary,heavy_rain,1,20.59
primary,clear,0,39.4
secondary,light_rain,1,23.16
secondary,clear,0,35.95
primary,clear,1,30.37
residential,clear,0,23.8
primary,clear,0,44.76
secondary,light_rain,0,33.56
residential,clear,0,24.75
primary,clear,0,42.55
primary,clear,0,41.5
primary,heavy_rain,0,31.23
primary,clear,0,43.27
primary,clear,1,30.75
secondary,clear,0,36.57
primary,clear,0,41.75
secondary,clear,0,36.82
residential,light_rain,1,17.3
residential,clear,1,15.29
secondary,clear,0,35.67
primary,light_rain,1,27.05
secondary,clear,1,26.0
secondary,clear,0,36.22
secondary,clear,1,23.48
primary,clear,0,45.1
residential,light_rain,0,22.17
secondary,light_rain,0,33.24
primary,light_rain,0,42.03
primary,light_rain,0,45.76
secondary,clear,0,33.39
residential,clear,0,22.44
secondary,clear,0,32.83
secondary,clear,0,36.36
primary,flooded,0,20.71
secondary,moderate_rain,0,33.84
secondary,clear,1,24.73
primary,clear,0,42.96
primary,clear,0,43.51
secondary,clear,0,35.8
